org,aug
My preferred restaurant name when I'm looking for somewhere to eat is 8 Immortals Restaurant.,[IN:GET_RESTAURANTS My preferred [SL:RESTAURANT_NAME restaurant name] when I'm looking for somewhere to eat is [SL:RESTAURANT_NAME 8 Immortals Restaurant].]
I'd like to look at both Events and Restaurants.,[IN:GET_EVENTS I'd like to look at both Events] and [IN:GET_RESTAURANTS Restaurants].
"If John Wayne Airport is your pickup location, select Compact as the type.","[IN:GET_RENTAL_CARS If [SL:PICKUP_LOCATION John Wayne Airport] is your pickup location, select [SL:CAR_TYPE Compact] as the type. ]"
State that Portland is your desired origin for flights.,[IN:GET_FLIGHTS State that [SL:ORIGIN Portland] is your desired origin for flights. ]
"Whenever I'm looking for a movie, I always go to the Century San Francisco Centre.","[IN:GET_MOVIES Whenever I'm looking for a movie, I always go to the [SL:THEATER_NAME Century San Francisco Centre]. ]"
"When looking for a Cambodian restaurant, Anh Hong is the name to look for.","[IN:GET_RESTAURANTS When looking for a [SL:CUISINE Cambodian] restaurant, [SL:RESTAURANT_NAME Anh Hong] is the name to look for.]"
"If I'm looking for Events, I'd rather go for Pop.","[IN:GET_EVENTS If I'm looking for Events, I'd rather go for [SL:CATEGORY Pop]. ]"
I prefer to request Travel as my chosen category when it comes to Baseball.,[IN:GET_TRAVEL I prefer to request [SL:CATEGORY Travel] as my chosen category when it comes to Baseball. ]
I prefer Baseball as the category when I inquire about Events.,[IN:GET_EVENTS I prefer [SL:CATEGORY Baseball] as the category when I inquire about Events.]
"If I'm looking for a restaurant, my go-to is 2g Japanese Brasserie.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, my go-to is [SL:RESTAURANT_NAME 2g Japanese Brasserie].]"
Look for the stylist name 17 Jewels Salon if you are seeking unisex preferance.,[IN:GET_SALONS Look for the [SL:STYLIST_NAME stylist name 17 Jewels Salon] if you are seeking [SL:IS_UNISEX unisex preference]. ]
I prefer Sebastopol as the city when I ask for restaurants.,[IN:GetRestaurants I prefer [SL:CITY Sebastopol] as the city when I ask for restaurants.]
Request Belotti Ristorante E Bottega when searching for Restaurants.,[IN:GET_RESTAURANTS Request [SL:RESTAURANT_NAME Belotti Ristorante E Bottega] when searching for Restaurants. ]
Search for Eagles vs Cowboys if the event type is Sports.,[IN:GET_EVENTS Search for [SL:EVENT_NAME Eagles vs Cowboys] if the [SL:EVENT_TYPE event_type is Sports]. ]
Request Restaurants with Malaysian cuisine.,[IN:GET_RESTAURANTS Request Restaurants with [SL:CUISINE Malaysian] cuisine. ]
"If I ask for Events, my preferred category is Music or rock","[IN:GET_EVENTS If I ask for Events, my preferred [SL:CATEGORY category is Music or rock] ]"
"When picking up the car from Hartsfield-Jackson International airport, search for the Standard car type.","[IN:GET_RENTALCARS When picking up the car from [SL:PICKUP_LOCATION Hartsfield-Jackson International airport], search for the [SL:CAR_TYPE Standard] car type.]"
I'm looking for Movies and my favorite time to watch them is 9:30 pm.,[IN:GET_MOVIES I'm looking for Movies and my favorite time to watch them is [SL:SHOW_TIME 9:30 pm].]
"When looking for Restaurants, my preferred city is Millbrae.","[IN:GET_RESTAURANTS When looking for Restaurants, my preferred [SL:CITY city is Millbrae]. ]"
"If I'm looking for a movie, I'm usually in the mood for something funny.","[IN:GET_MOVIES If I'm looking for a movie, I'm usually in the mood for something [SL:GENRE funny].]"
"If the event is a sport, check to see if it's Dc United Vs Revolution.","[IN:GET_EVENTS If the event is a [SL:CATEGORY sport], check to see if it's [SL:EVENT_NAME Dc United Vs Revolution].]"
"If it's a Sports event, check to see if the event name is Arizona vs LA Dodgers.","[IN:GET_EVENTS If it's a [SL:CATEGORY Sports] event, check to see if the [SL:EVENT_NAME event name is Arizona vs LA Dodgers]. ]"
My favorite place to go for Movies is Pleasant Hill if I am looking for one.,[IN:GET_MOVIES My favorite place to go for Movies is [SL:LOCATION Pleasant Hill] if I am looking for one.]
"If I'm looking for a place to stay, I generally go for two-star hotels.","[IN:GET_HOTELS If I'm looking for a place to stay, I generally go for [SL:AVERAGE_RATING two-star] hotels.]"
"If you're in the mood for burgers, you should check out 5a5 Steak Lounge.","[IN:GET_RESTAURANTS If you're in the mood for burgers, you should check out [SL:RESTAURANT_NAME 5a5 Steak Lounge]. ]"
"If I need a rental car, I'll want to pick it up at Union Station.","[IN:GET_RENTALCARS If I need a rental car, I'll want to pick it up at [SL:PICKUP_LOCATION Union Station].]"
"When seeking Chinese cuisine, seek an inexpensive price range.","[IN:GET_RESTAURANTS When seeking [SL:CUISINE Chinese] cuisine, seek an [SL:PRICE_RANGE inexpensive] price range. ]"
"When searching for a restaurant, if the cuisine is Punjabi, the name to look for is Amber.","[IN:GET_RESTAURANTS When searching for a restaurant, if the [SL:CUISINE Punjabi], the [SL:RESTAURANT_NAME name to look for is Amber].]"
Request Drama as the preferred genre when asking for Media.,[IN:GET_MEDIA Request [SL:GENRE Drama] as the preferred genre when asking for Media.]
I'd like my travel to be kid-friendly.,[IN:GetTravel I'd like my travel to be [SL:GOOD_FOR_KIDS kid-friendly].]
"When I request Events, my favorite kind is Music.","[IN:GET_EVENTS When I request Events, my favorite kind is [SL:CATEGORY Music]. ]"
Request Take-out restaurants as my preferred cuisine.,[IN:GET_RESTAURANTS Request Take-out restaurants as my preferred [SL:CUISINE cuisine]. ]
"If John Wayne Airport is your pick-up location, seek out a Compact car.","[IN:GET_RENTAL_CARS If [SL:PICKUP_LOCATION John Wayne Airport] is your pick-up location, seek out a [SL:CAR_TYPE Compact] car. ]"
I would like the Hotels I request to have wifi.,[IN:GET_HOTELS I would like the Hotels I request to [SL:HAS_WIFI have wifi].]
I prefer to travel to historical landmarks when I am given the opportunity.,[IN:GET_TRAVEL I prefer to travel to [SL:CATEGORY historical landmarks] when I am given the opportunity.]
"If I ask for Restaurants, with cuisine as pizza and pasta, price range as moderate, then restaurant name as A Bellagio Italian Restaurant","[IN:GET_RESTAURANTS If I ask for Restaurants, with cuisine as [SL:CUISINE pizza and pasta], price range as [SL:PRICE_RANGE moderate], then restaurant name as [SL:RESTAURANT_NAME A Bellagio Italian Restaurant]. ]"
Request Homes in the San Ramon area.,[IN:GET_HOMES Request Homes in the [SL:ADDRESS San Ramon] area.]
I prefer Washington D.C. when requesting Events.,[IN:GET_EVENTS I prefer [SL:CITY Washington D.C.] when requesting Events.]
"If I'm looking for movies, I like fantasy the best.","[IN:GET_MOVIES If I'm looking for movies, I like [SL:GENRE fantasy] the best.]"
"If I'm looking for a flight, my go-to destination is LAX.","[IN:GET_FLIGHTS If I'm looking for a flight, my go-to [SL:DESTINATION destination is LAX].]"
I usually request Events in San Fran when I'm looking for them.,[IN:GET_EVENTS I usually request Events in [SL:CITY San Fran] when I'm looking for them. ]
"If I'm looking for events, I'd like to check out what's going on in Portland.","[IN:GET_EVENTS If I'm looking for events, I'd like to check out what's going on in [SL:CITY Portland]. ]"
Request Events from Napa.,[IN:GET_EVENTS Request Events from [SL:CITY Napa]. ]
"If I ask for Flights, my preferred airlines is Delta Airlines or American Airlines","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:AIRLINES airlines is Delta Airlines or American Airlines] ]"
"Request Travel to Long Beach, CA as my preferred location.","[IN:GET_TRAVEL Request Travel to [SL:LOCATION Long Beach, CA] as my preferred location. ]"
My preferred location for travel is KL if I request it.,[IN:GET_TRAVEL My preferred location for travel is [SL:LOCATION KL] if I request it. ]
Search for restaurants that serve alcohol with a moderate price range if the cuisine is Gastrobar.,[IN:GET_RESTAURANTS Search for restaurants that [SL:SERVES_ALCOHOL serve alcohol] with a [SL:PRICE_RANGE moderate price range] if the [SL:CUISINE cuisine is Gastrobar].]
"Request an appointment at 18/8 Fine Men's Salons - Palo Alto, with my preferred stylist.","[IN:GET_SALONS Request an appointment at [SL:SALON_NAME 18/8 Fine Men's Salons - Palo Alto], with my preferred stylist. ]"
"If I ask for Homes, my preferred number of beds is 4 or 2","[IN:GET_HOMES If I ask for Homes, my preferred number of beds is [SL:NUMBER_OF_BEDS 4 or 2]. ]"
"If you're looking for something related to sports, check out the subcategory of baseball.","[IN:GET_EVENTS If you're looking for something related to sports, check out the [SL:CATEGORY subcategory] of baseball. ]"
I want to check out what's happening in Yountville when I'm looking for events.,[IN:GET_EVENTS I want to check out what's happening in [SL:CITY Yountville] when I'm looking for events.]
"If I'm looking for a movie, I like to go to AMC Metreon.","[IN:GET_MOVIES If I'm looking for a movie, I like to go to [SL:THEATER_NAME AMC Metreon].]"
I prefer adventure movies when I am looking for films.,[IN:GET_MOVIES I prefer [SL:GENRE adventure] movies when I am looking for films.]
I request Events in Anaheim as my preferred city.,[IN:GET_EVENTS I request Events in [SL:CITY Anaheim ] as my preferred city. ]
Request Restaurants offering Thai cuisine.,[IN:GET_RESTAURANTS Request Restaurants offering [SL:CUISINE Thai cuisine]. ]
"If I'm looking for a house in San Rafael, search for one with three bedrooms.","[IN:GET_HOMES If I'm looking for a house in [SL:ADDRESS San Rafael], search for one with [SL:NUMBER_OF_BEDS three] bedrooms.]"
Request the event Tash Sultana when requesting Events.,[IN:GET_EVENTS Request the event [SL:EVENT_NAME Tash Sultana] when requesting Events.]
"If I'm looking for a restaurant, my go-to food is noodles.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, my go-to food is noodles.]"
I would like to pick up my rental car from Heathrow International Airport.,[IN:GET_RENTALCARS I would like to pick up my rental car from [SL:PICKUP_LOCATION Heathrow International Airport].]
"If I'm looking for a suspense movie at the Rheem Theatre, can you tell me what's playing at 7:30 pm?","[IN:GET_MOVIES If I'm looking for a [SL:GENRE suspense] movie at the [SL:THEATER_NAME Rheem Theatre], can you tell me what's playing at [SL:SHOW_TIME 7:30 pm]?]"
"If I'm looking to watch a movie, my go-to theater is Boulevard Cinema.","[IN:GET_MOVIES If I'm looking to watch a movie, my go-to theater is [SL:THEATER_NAME Boulevard Cinema].]"
My preferred dentist is Yvonne Yang from Greenview Dental Care when I ask for a dentist.,[IN:GET_DENTISTS My preferred dentist is [SL:DENTIST_NAME Yvonne Yang] from [SL:ADDRESS Greenview Dental Care] when I ask for a dentist.]
"Request Events in Phoenix, AZ.","[IN:GET_EVENTS Request Events in [SL:CITY Phoenix, AZ].]"
"If the event is a musical one, you should search for the event name Gorgasm.","[IN:GET_EVENTS If the event is a musical one, you should search for the [SL:EVENT_NAME Gorgasm]. ]"
Request Events in the city of San Francisco.,[IN:GET_EVENTS Request Events in the [SL:CITY city of San Francisco]. ]
"When I rent a car, I want to pick it up from JFK International Airport.","[IN:GET_RENTALCARS When I rent a car, I want to pick it up from [SL:PICKUP_LOCATION JFK International Airport].]"
"If you're picking up from Chicago Union Station, search for a Standard car type.","[IN:GET_RENTALCARS If you're picking up from [SL:PICKUP_LOCATION Chicago Union Station], search for a [SL:CAR_TYPE Standard] car type.]"
Request Salon 1512 Barber shop as your preferred stylist.,[IN:GET_SALONS Request [SL:SALON_NAME Salon 1512 Barber shop] as your preferred stylist.]
"If I'm looking for a place to eat, I'm in the mood for Mediterranean food.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I'm in the mood for [SL:CUISINE Mediterranean food]. ]"
Request Restaurants in Pleasanton as your preferred city.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Pleasanton] as your preferred city.]
"I want Events from my preferred city, ATL.","[IN:GET_EVENTS I want Events from my preferred [SL:CITY city, ATL].]"
"If you're looking for a restaurant that serves Szcheuan cuisine, try Rice Bowl.","[IN:GET_RESTAURANTS If you're looking for a restaurant that serves [SL:CUISINE Szechuan cuisine], try [SL:RESTAURANT_NAME Rice Bowl].]"
Specify that you want an Ac Hotel By Marriott Paris Porte Maillot when reserving a hotel.,[IN:GET_HOTELS Specify that you want an [SL:HOTEL_NAME Ac Hotel By Marriott Paris Porte Maillot] when reserving a hotel.]
"If I ask for Flights, my preferred airlines is Southwest Airlines or American Airlines","[IN:GET_FLIGHTS If I ask for Flights, my preferred [SL:AIRLINES airlines] is [SL:AIRLINES Southwest Airlines] or [SL:AIRLINES American Airlines] ]"
"If the event is a musical one, search for Bill Callahan as the event name.","[IN:GET_EVENTS If the event is a musical one, search for [SL:EVENT_NAME Bill Callahan ] as the event name. ]"
"Additionally, examine Hotels when considering Events.","[IN:GET_HOTELS Additionally, examine Hotels] when considering [IN:GET_EVENTS Events]."
"If I'm looking for a movie, my go-to spot is Edwards Fairfield.","[IN:GET_MOVIES If I'm looking for a movie, my go-to spot is [SL:THEATER_NAME Edwards Fairfield]. ]"
"If I ask for Restaurants, with cuisine as pasta, price range as moderate, then restaurant name as Dicicco's Ristorante Italiano Autentico","[IN:GET_RESTAURANTS If I ask for Restaurants, with [SL:CUISINE pasta], [SL:PRICE_RANGE moderate], then [SL:RESTAURANT_NAME Dicicco's Ristorante Italiano Autentico] ]"
Search for the event name Eagles vs Cowboys when the event type is Sports.,[IN:GET_EVENTS Search for the [SL:EVENT_NAME event name Eagles vs Cowboys] when the [SL:EVENT_TYPE event type is Sports]. ]
I prefer Hayward as the city when I ask for a doctor.,[IN:GET_DOCTORS I prefer [SL:CITY Hayward] as the city when I ask for a doctor.]
"When searching for a restaurant, if the cuisine is Brasserie, look for one that serves alcohol.","[IN:GET_RESTAURANTS When searching for a restaurant, if the cuisine is [SL:CUISINE Brasserie], look for one that [SL:SERVES_ALCOHOL serves alcohol].]"
"If I'm looking for a restaurant, I'd prefer one that serves alcohol.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd prefer one that [SL:SERVES_ALCOHOL serves alcohol].]"
"When I request Restaurants, I prefer take-out cuisine.","[IN:GET_RESTAURANTS When I request Restaurants, I prefer [SL:CUISINE take-out] cuisine. ]"
"When I request information about Events, I should also take a look at RentalCars.","[IN:GET_EVENTS When I request information about Events], [IN:GET_RENTALCARS I should also take a look at RentalCars]."
I prefer Livermore as the city when I ask for Salon.,[IN:GET_SALONS I prefer [SL:CITY Livermore] as the city when I ask for Salon.]
"If I'm looking for restaurants, my go-to city is Pleasant Hill.","[IN:GET_RESTAURANTS If I'm looking for restaurants, my go-to city is [SL:CITY Pleasant Hill]. ]"
Request two beds when you request Homes.,[IN:GET_HOMES Request [SL:NUMBER_OF_BEDS two ] beds when you request Homes. ]
"When I request Restaurants, I want my favorite type of food to be takeaway.","[IN:GET_RESTAURANTS When I request Restaurants, I want my favorite type of food to be [SL:CUISINE takeaway]. ]"
"If you're looking for a General Practitioner, Neil Fruman, MD - Retired is the doctor you should be looking for.","[IN:GET_DOCTORS If you're looking for a [SL:TYPE General Practitioner], [SL:DOCTOR_NAME Neil Fruman, MD - Retired] is the doctor you should be looking for.]"
"If you're looking for an Asian Fusion restaurant, try Ozora Sushi.","[IN:GET_RESTAURANTS If you're looking for an [SL:CUISINE Asian Fusion] restaurant, try [SL:RESTAURANT_NAME Ozora Sushi].]"
"If I'm looking for Events, the one I'd like to go to is called Bill Callahan.","[IN:GET_EVENTS If I'm looking for Events, the one I'd like to go to is called [SL:EVENT_NAME Bill Callahan].]"
I wanna go to Los Gatos if I'm looking for a Doctor.,[IN:GET_DOCTORS I wanna go to [SL:CITY Los Gatos] if I'm looking for a Doctor. ]
My preferred event name when I request Events is Brown Sabbath.,[IN:GET_EVENTS My preferred [SL:EVENT_NAME event name ] when I request Events is [SL:EVENT_NAME Brown Sabbath]. ]
"If you're looking for a Latin American restaurant, check out Alegrias.","[IN:GET_RESTAURANTS If you're looking for a [SL:CUISINE Latin American] restaurant, check out [SL:RESTAURANT_NAME Alegrias].]"
"If you're planning to pick up from Charles de Gaulle International Airport, make sure you select 'Standard' as the type.","[IN:GET_RENTAL_CARS If you're planning to pick up from [SL:PICKUP_LOCATION Charles de Gaulle International Airport], make sure you select '[SL:CAR_TYPE Standard]' as the type. ]"
"When going to LAX, it is best to choose a preference that offers wifi.","When going to LAX, it is best to choose a preference that offers wifi."
Preference for Szcheuan cuisine is to serve alcohol.,[IN:GET_RESTAURANTS Preference for [SL:CUISINE Szechuan] cuisine is to [SL:SERVES_ALCOHOL serve alcohol]. ]
"When requesting Salon, I prefer the city of Corte Madera.","[IN:GET_SALONS When requesting Salon, I prefer the city of [SL:CITY Corte Madera].]"
"If I'm looking for HouseStays, I'd like to stay in Paris, France.","[IN:GET_HOUSESTAYS If I'm looking for HouseStays, I'd like to stay in [SL:WHERE_TO Paris, France]. ]"
Request that Travel be your preferred category and select Historical Landmark.,[IN:GetTravel Request that [SL:CATEGORY Travel] be your preferred category and select [SL:CATEGORY Historical Landmark].]
"If I'm looking for a place to eat, I'm hoping to find somewhere that serves Lobster.","[IN:GET_RESTAURANTS If I'm looking for a place to eat, I'm hoping to find somewhere that serves Lobster. ]"
"If I'm looking for a restaurant, I want to spend a lot of money.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I want to spend [SL:PRICE_RANGE a lot of money]. ]"
"If I'm getting my hair done, I want to go to Chop Salon & Spa and ask for my favorite stylist.","[IN:GET_SALONS If I'm getting my hair done, I want to go to [SL:SALON_NAME Chop Salon & Spa] and ask for my favorite stylist.]"
I'm looking for Parisian restaurants that serve alcohol and are expensive.,[IN:GET_RESTAURANTS I'm looking for [SL:CITY Parisian] restaurants that [SL:SERVES_ALCOHOL serve alcohol] and are [SL:PRICE_RANGE expensive].]
"If I'm looking for a restaurant, I'd like one that serves Jamaican food.","[IN:GET_RESTAURANTS If I'm looking for a restaurant, I'd like one that serves [SL:CUISINE Jamaican] food.]"
"When I request information about Events, my top choice of city is New York City.","[IN:GET_EVENTS When I request information about Events, my top choice of [SL:CITY city is New York City] ]"
Search for the subcategory of baseball if the category is Sports.,Search for the [SL:CATEGORY subcategory] of [SL:ATTRIBUTE baseball] if the [SL:CATEGORY category] is [SL:ATTRIBUTE Sports].
Request HouseStays as your preferred accommodation when traveling to Las Vegas.,[IN:GET_HOUSESTAYS Request HouseStays as your preferred accommodation when traveling to [SL:WHERE_TO Las Vegas]. ]
"If I'm looking for a dentist, I want to go to Bay Area Kids Dentist.","[IN:GET_DENTISTS If I'm looking for a dentist, I want to go to [SL:DENTIST_NAME Bay Area Kids Dentist].]"
"If I'm looking for a home, I'd like to check out the Brentwood area.","[IN:GET_HOMES If I'm looking for a home, I'd like to check out the [SL:ADDRESS Brentwood] area. ]"
I prefer San Leandro as the area when I request for Homes.,[IN:GET_HOMES I prefer [SL:ADDRESS San Leandro] as the area when I request for Homes.]
I prefer Campbell as the city for my doctor's appointment if I make one.,[IN:GET_DOCTORS I prefer [SL:CITY Campbell] as the city for my doctor's appointment if I make one.]
Request a Doctor in Santa Clara.,[IN:GET_DOCTORS Request a Doctor in [SL:CITY Santa Clara].]
Specify that your preferred city when requesting Restaurants is Moraga.,[IN:GET_RESTAURANTS Specify that your preferred [SL:CITY city] when requesting Restaurants is Moraga.]
"If I ask for HouseStays, my preferred rating is 3.9","[IN:GET_HOUSESTAYS If I ask for HouseStays, my preferred [SL:RATING 3.9]. ]"
"If I'm looking for a dentist, I like to go to A A Aesthetics Dental Care.","[IN:GET_DENTISTS If I'm looking for a dentist, I like to go to [SL:DENTIST_NAME A A Aesthetics Dental Care].]"
"If I ask for Music, my preferred artist is Westlife","[IN:GET_MUSIC If I ask for Music, my preferred [SL:ARTIST artist is Westlife] ]"
"If I'm looking for a restaurant that serves alcohol, then Phnom Penh Restaurant is the one to go for.","[IN:GET_RESTAURANTS If I'm looking for a restaurant that [SL:SERVES_ALCOHOL serves alcohol], then [SL:RESTAURANT_NAME Phnom Penh Restaurant] is the one to go for. ]"
I would like the event to be named Padres Vs Diamondbacks when I request Events.,[IN:GET_EVENTS I would like the [SL:EVENT_NAME event to be named Padres Vs Diamondbacks] when I request Events. ]
"If I want to go to a restaurant that serves lobster, is moderately priced, and is called Alamo Square Seafood Grill, what should I do?","[IN:GET_RESTAURANTS If I want to go to a restaurant that serves [SL:CUISINE lobster], is [SL:PRICE_RANGE moderately priced], and is called [SL:RESTAURANT_NAME Alamo Square Seafood Grill], what should I do?]"
"If I'm looking for something to watch, I want something that's funny.","[IN:GET_MEDIA If I'm looking for something to watch, I want something that's [SL:GENRE funny].]"
"If I'm looking for Salon, I want it in Mountain View.","[IN:GET_SALONS If I'm looking for Salon, I want it in [SL:CITY Mountain View]. ]"
"If you're at the Century at Hayward theater, check to see what kind of show they are running.","[IN:GET_MOVIES If you're at the [SL:THEATER_NAME Century at Hayward] theater, check to see what kind of [SL:SHOW_TYPE show] they are running.]"
Look for Kalia Dermatology & Laser if you need a Dermatologist.,[IN:GET_DOCTORS Look for [SL:DOCTOR_NAME Kalia Dermatology & Laser] if you need a [SL:TYPE Dermatologist]. ]
"When I am looking for a restaurant, my go-to is Diner cuisine.","[IN:GET_RESTAURANTS When I am looking for a restaurant, my go-to is [SL:CUISINE Diner cuisine]. ]"
"If I'm looking for a moderate-priced Latin American restaurant, I'm gonna check out Chevys Fresh Mex.","[IN:GET_RESTAURANTS If I'm looking for a [SL:PRICE_RANGE moderate-priced] [SL:CUISINE Latin American] restaurant, I'm gonna check out [SL:RESTAURANT_NAME Chevys Fresh Mex].]"
I generally prefer Hotels that are 1-star rated.,[IN:GET_HOTELS I generally prefer Hotels that are [SL:AVERAGE_RATING 1-star] rated.]
Choose Burgers as the cuisine and make sure the restaurant serves alcohol.,[IN:GET_RESTAURANTS Choose [SL:CUISINE Burgers] as the cuisine and make sure the restaurant [SL:SERVES_ALCOHOL serves alcohol].]
Search for Likarion Wainaina as the director when looking for drama genre.,[IN:GET_MEDIA Search for [SL:DIRECTED_BY Likarion Wainaina] as the director when looking for [SL:GENRE drama] genre.]
"If I ask for Buses, my preferred from location is Anaheim","[IN:GET_BUSES If I ask for Buses, my preferred [SL:ORIGIN from location is Anaheim].]"
Request Events and state that your preferred event name is Republic Vs Toros.,[IN:GET_EVENTS Request Events and state that your preferred [SL:EVENT_NAME event name is Republic Vs Toros]. ]
Request Courtyard By Marriott Seattle Downtown/Lake Union when looking for a hotel.,[IN:GET_HOTELS Request [SL:HOTEL_NAME Courtyard By Marriott Seattle Downtown/Lake Union] when looking for a hotel.]
"If I'm looking for a movie, I'd like it to be a comedy.","[IN:GET_MOVIES If I'm looking for a movie, I'd like it to be a [SL:GENRE comedy].]"
"If I'm looking for Events, I want it to be in Atlanta, GA.","[IN:GET_EVENTS If I'm looking for Events, I want it to be in [SL:CITY Atlanta, GA]. ]"
Request Events for Portland as your preferred city.,[IN:GET_EVENTS Request Events for [SL:CITY Portland] as your preferred city.]
"When I am looking for Restaurants, I prefer ones that are inexpensive.","[IN:GET_RESTAURANTS When I am looking for Restaurants, I prefer ones that are [SL:PRICE_RANGE inexpensive]. ]"
"If I'm gonna travel somewhere, I'd rather go to Kuala Lumpur.","[IN:GET_TRAVEL If I'm gonna travel somewhere, I'd rather go to [SL:LOCATION Kuala Lumpur]. ]"
Request Events from San Fran as your preferred city.,[IN:GET_EVENTS Request Events from [SL:CITY San Fran] as your preferred city. ]
"When it comes to Restaurants, I prefer the city of Benicia.","[IN:GET_RESTAURANTS When it comes to Restaurants, I prefer the city of [SL:CITY Benicia]. ]"
Search for Ben Wah Restaurant if you are looking for a vegetarian option.,[IN:GET_RESTAURANTS Search for [SL:RESTAURANT_NAME Ben Wah Restaurant] if you are looking for a [SL:CUISINE vegetarian] option. ]
I prefer Newark as the city when I am asking for Restaurants.,[IN:GET_RESTAURANTS I prefer [SL:CITY Newark] as the city when I am asking for Restaurants.]
"For a Sports event, search for the event name 'Raiders Vs Bengals'.","[IN:GET_EVENTS For a Sports event, search for the [SL:EVENT_NAME 'Raiders Vs Bengals']. ]"
My preference is for a burger restaurant that has live music.,[IN:GET_RESTAURANTS My preference is for a burger restaurant [SL:HAS_LIVE_MUSIC that has live music]. ]
I prefer 9:30 pm as the show time when I request Movies.,[IN:GET_MOVIES I prefer [SL:SHOW_TIME 9:30 pm] as the show time when I request Movies.]
"If I ask for Restaurants, my preferred cuisine is California or curry","[IN:GET_RESTAURANTS If I ask for Restaurants, my preferred cuisine is [SL:CUISINE California] or [SL:CUISINE curry]. ]"
Request Doctor services in Benicia.,[IN:GET_DOCTORS Request Doctor services in [SL:CITY Benicia]. ]
"When I request Media, I prefer comic as my genre.","[IN:GetMedia When I request Media, I prefer [SL:GENRE comic] as my genre.]"
"Request Events from Toronto, Canada.","[IN:GET_EVENTS Request Events from [SL:CITY Toronto], [SL:COUNTRY Canada].]"
"If you're looking for a Thriller type of show, search for one that's 3d.","[IN:GET_MOVIES If you're looking for a [SL:GENRE Thriller] type of show, search for one that's [SL:SHOW_TYPE 3d]. ]"
"If you're looking for a sports event, check out Mets vs Braves.","[IN:GET_EVENTS If you're looking for a sports event, check out [SL:EVENT_NAME Mets vs Braves]. ]"
"If I'm looking for events, I'd like them to be in NYC.","[IN:GET_EVENTS If I'm looking for events, I'd like them to be in [SL:CITY NYC]. ]"
"If I'm looking for a trip, I want to go somewhere to worship.","[IN:GET_TRAVEL If I'm looking for a trip, I want to go somewhere to [SL:CATEGORY worship].]"
"If you're looking for a General Practitioner, check out Access Health for the doctor's name.","[IN:GET_DOCTORS If you're looking for a [SL:TYPE General Practitioner], check out Access Health for the [SL:DOCTOR_NAME doctor's name].]"
Request Movies at AMC Deer Valley theater.,[IN:GET_MOVIES Request Movies at the [SL:THEATER_NAME AMC Deer Valley] theater. ]
"If I want to find out about events with Music as the type, Pop as the category, and Aly And Aj as the event name, what should I do?","[IN:GET_EVENTS If I want to find out about events with [SL:EVENT_TYPE Music] as the type, [SL:CATEGORY Pop] as the category, and [SL:EVENT_NAME Aly And Aj] as the event name, what should I do? ]"
"When searching for a car, if the pickup location is YVR Airport, then select the type Full-size.","[IN:GET_RENTALCARS When searching for a car, if the pickup location is [SL:PICKUP_LOCATION YVR Airport], then select the type [SL:CAR_TYPE Full-size]. ]"
"If I ask for Movies, my preferred genre is Biographical or Adventure","[IN:GET_MOVIES If I ask for Movies, my preferred [SL:GENRE genre] is [SL:GENRE Biographical] or [SL:GENRE Adventure]]"
Request Restaurants in Alameda as your city preference.,[IN:GET_RESTAURANTS Request Restaurants in [SL:CITY Alameda] as your city preference.]
Search for American Airlines if you are looking to fly to Sydney.,[IN:GET_FLIGHTS Search for [SL:AIRLINES American Airlines] if you are looking to fly to [SL:DESTINATION Sydney].]
"If I'm looking for free entry to a museum, then I should ask for travel under the museum category.","[IN:GET_TRAVEL If I'm looking for free entry to a museum, then I should ask for travel under the [SL:CATEGORY museum] category. [SL:FREE_ENTRY free entry]]"
"When requesting a restaurant, my go-to is Burmese cuisine.","[IN:GET_RESTAURANTS When requesting a restaurant, my go-to is [SL:CUISINE Burmese] cuisine. ]"
Request a Dentist in Santa Clara.,[IN:GET_DENTISTS Request a Dentist in [SL:CITY Santa Clara].]
"I would like Doctor Anjali Tate, M.D. to be my preferred doctor when I request one.","[IN:GET_DOCTORS I would like Doctor [SL:DOCTOR_NAME Anjali Tate, M.D.] to be my preferred doctor when I request one.]"
"Name Anjali Tate, M.D. as my preferred doctor when requesting a doctor.","[IN:GET_DOCTORS Name [SL:DOCTOR_NAME Anjali Tate, M.D.] as my preferred doctor when requesting a doctor. ]"
Find the price range of the American cuisine.,[IN:GET_RESTAURANTS Find the [SL:PRICE_RANGE price range] of the [SL:CUISINE American cuisine]. ]
"If I ask for Media, my preferred genre is Drama or Funny","[IN:GET_MEDIA If I ask for Media, my preferred [SL:GENRE genre] is Drama or Funny]"
I prefer to go to 1512 Barber Shop when I get a salon treatment.,[IN:GET_SALONS I prefer to go to [SL:SALON_NAME 1512 Barber Shop] when I get a salon treatment.]
"If I'm looking for Movies, I'm gonna go to Pleasant Hill.","[IN:GET_MOVIES If I'm looking for Movies, I'm gonna go to [SL:LOCATION Pleasant Hill].]"
